at_ms,push_ms,push_ok
213403,23,1
213501,21,1
213601,21,1
213701,22,1
213800,21,1
213900,22,1
214000,22,1
214099,21,1
214199,22,1
214298,21,1
214402,22,1
214498,22,1
214597,21,1
214697,22,1
214796,21,1
214896,21,1
214996,22,1
215095,21,1
215195,22,1
215294,21,1
215394,21,1
215494,22,1
215593,21,1
215693,22,1
215793,22,1
215892,21,1
215992,22,1
216091,21,1
216191,22,1
216291,22,1
216403,22,1
216490,22,1
216589,21,1
216689,22,1
216790,22,1
216888,21,1
216988,22,1
217087,21,1
217187,21,1
217287,22,1
217386,21,1
217486,22,1
217585,21,1
217685,21,1
217789,24,1
218201,22,1
218231,22,1
218261,22,1
218291,22,1
218321,23,1
218382,22,1
218482,22,1
218582,22,1
218681,21,1
218784,25,1
218880,21,1
218980,22,1
219080,22,1
219179,21,1
219279,22,1
219378,21,1
219478,21,1
219578,22,1
219677,21,1
219777,22,1
219876,21,1
219976,21,1
220076,22,1
220175,21,1
220275,22,1
220375,22,1
220474,21,1
220574,22,1
220673,21,1
220773,22,1
220873,22,1
220972,21,1
221072,22,1
221171,21,1
221271,21,1
221371,22,1
221470,21,1
221570,22,1
221669,21,1
221769,21,1
221869,22,1
221968,21,1
222068,22,1
222167,21,1
222267,21,1
222367,22,1
222466,21,1
222566,22,1
222666,22,1
222765,21,1
222865,22,1
222964,21,1
223064,22,1
223164,22,1
223263,21,1
223635,22,1
223665,22,1
223695,22,1
223725,21,1
223770,21,1
223861,22,1
223960,21,1
224060,21,1
224160,22,1
224259,21,1
224359,22,1
224458,21,1
224558,21,1
224658,22,1
224758,21,1
224859,23,1
224957,22,1
225056,21,1
225156,22,1
225255,21,1
225355,22,1
225455,22,1
225554,21,1
225655,22,1
225753,21,1
225854,22,1
225953,22,1
226052,21,1
226152,22,1
226251,21,1
226351,21,1
226451,22,1
226550,21,1
226650,22,1
226750,22,1
226850,22,1
226949,22,1
227048,21,1
227148,22,1
227248,22,1
227347,21,1
227447,22,1
227546,21,1
227646,21,1
227746,22,1
227848,23,1
227945,22,1
228044,21,1
228144,21,1
228244,22,1
228343,21,1
228443,22,1
228542,21,1
228642,21,1
228742,22,1
228844,24,1
229254,21,1
229285,23,1
229314,22,1
229344,22,1
229374,22,1
229439,22,1
229539,22,1
229638,21,1
229738,22,1
229837,21,1
229937,21,1
230037,22,1
230136,21,1
230236,22,1
230335,21,1
230435,21,1
230535,22,1
230634,21,1
230734,22,1
230833,21,1
230933,21,1
231039,22,1
231132,21,1
231232,22,1
231332,22,1
231431,21,1
231531,22,1
231630,21,1
231730,22,1
231830,22,1
231929,21,1
232029,22,1
232128,21,1
232228,21,1
232328,22,1
232427,21,1
232527,22,1
232626,21,1
232726,21,1
232826,22,1
232925,21,1
233025,22,1
233125,22,1
233224,21,1
233324,22,1
233423,21,1
233523,22,1
233623,22,1
233722,21,1
233822,22,1
233921,21,1
234021,21,1
234121,22,1
234220,21,1
234320,22,1
234419,21,1
234519,21,1
234619,22,1
234718,21,1
234818,22,1
234917,21,1
235017,21,1
235117,22,1
235216,21,1
235316,22,1
235416,22,1
235515,21,1
235615,22,1
235714,21,1
235814,22,1
235914,22,1
236013,21,1
236113,22,1
236212,21,1
236312,21,1
236412,22,1
236511,21,1
236611,22,1
236710,21,1
236810,21,1
236910,22,1
237009,21,1
237109,22,1
237208,21,1
237308,21,1
237408,22,1
237507,21,1
237607,22,1
237707,22,1
237806,21,1
237907,23,1
238329,22,1
238358,22,1
238388,21,1
238418,22,1
238448,22,1
238504,21,1
238604,21,1
238705,23,1
238802,21,1
238903,22,1
239002,21,1
239102,21,1
239202,22,1
239301,21,1
239401,22,1
239500,21,1
239600,21,1
239705,22,1
239799,21,1
239900,22,1
239998,22,1
240098,21,1
240198,22,1
240298,21,1
240397,22,1
240497,22,1
240596,21,1
240695,22,1
240795,21,1
240894,21,1
240994,22,1
241094,21,1
241194,22,1
241293,21,1
241393,21,1
241493,22,1
241592,22,1
241691,22,1
